reviewerId,reviewerName
"A1W3293YLDB7O3","Foxhound1095"
"A18EWRW1UDIL8O","kevdehart"
"AF814GFGBQ99E","wordsinc"
"A1L52NY6JWWRGB","hb"
"A38DMUB2NQGEXC","ross80477"
"A3IOCSQ0Q6K85Q","Bfhillct"
"A393D523R1XQ12","Raymond Irvin"
"A2SRIWJXS3AB8J","Kindle Customer"
"A3HGIDFG7MT3VB","Bk"
"AVZB0ITJ5WJJ1","TonyG"
"A38B2VVHSYOBRD","unknown"
"A7NCJQ2OZXM5Y","unknown"
"A3I82QF8WS7791","Emma"
"A1O5ZJP2HFSESP","ugh...."
"A16OU09FY67YBD","jamorehe"
"A1FU206OLBC0M1","B. Perry book lover"
"ADQ5OS5RJC7AV","TerryLynn"
"A7N3B4YI5T327","unknown"
"A1U83ETGFE1OK1","Beccahat h st"
"A20N8DNG2RVGJN","J. Lee DCReviewer"
"A2FLGDX9JKTFNW","tami bryant"
"A1CC11E5YBYRMI","unknown"
"A16OWJLX1Q3PH","Janet K. Holmes aka Drevik"
"A3AQR1EHJVGGVW","Nicole Nicole Williams"
"A1X8YI8EKM8YRA","WoodWard2"
"AN7SZFLTUJ8SX","unknown"
"A2DQGEQXEXEZN5","unknown"
"A29ZRP1O9R50YY","Jenny Carolina"
"A3V24H5350ULKI","Sara Tafuri"
"A3SKZ8E2WVSHK","Amazon Customer"
"A1E3G3D36IVJBL","d.crans"
"A25MBQBC62BVYU","unknown"
"A29EY25PT8ZK5S","doddie Ddfach"
"A311AYN0QGK86S","JoyceBaker"
"A1T1OQWENEJWSE","unknown"
"A3IG1LROKKK4R4","jonsey123"
"A3LQT95XDNFORC","Amazon Customer"
"ANZIXPJ77N8X5","Nathan Stanford Nathan"
"A1S7AUXCA2Q8N0","H. Erickson Dan's Wife"
"A1RSIKIAVBC510","Russell Dominique"
"A30QNW64ISXF79","Tracy Reynolds"
"A19ZEWVYXM0QYV","ssc1943"
"A2DPEGRQ1TC0EQ","m-n-m's"
"A30XYFHY6H7I68","DP79"
"A210B9IKZU1QMN","Chuck Moran"
"A3BAIPN0J568P9","PDubs79"
"ANEKHAIA9RA1","unknown"
"A332Q08BAU0KT0","Amazon Customer"
"A3D2BZBVPCB63J","unknown"
"A1KSOKCOD6YEHO","Amazon Customer"
"A2XPL4SHREENLG","MistressOfTheUnicorns Valerie FurFuro"
"A144CSKS9ZR84O","Romby"
"A3KG92JR8HHVIB","Sugar and spice"
"A3N89Z19SL4H3K","SJO"
"A1RLPVSWX7IAH2","Keng"
"A1KZX8ATJHY3X5","Fredia"
"A3NFY9N126O8SP","kindle fire"
"A7ZKI5WBOUFAA","V. Hutchins"
"A2XP1WI0VPJ1LW","Kimberly Torri"
"A1B89IE553IGDE","vanderke"
"A4LMEWYNLZWEB","Anita S. Hodnett ASH"
"AP0YRVAU5JN6F","don't buy"
"A1ZJDWRY87U1EU","screamin'mom4"
"A2KHKGX6PMKA07","Roadcyclee"
"A376T13UN7894M","greenhouse guy Tim"
"A1F0HRWP5ESZAY","Shirley Carlson"
"A1X4U1Z55AEX5T","Just Reading"
"ARM3QT3JR9V6M","Kindle Customer"
"A29KZZMZNLYUK0","T. Topper"
"A1HDYDY4VLFN68","TeacherInChina"
"A18ILG7VUF4F6M","nikirie"
"A32S5BSQKT1RCY","Lisa"
"AFNAOAUKK1Y1Y","Isaiah Jackson"
"A9I9Q1HDFZO11","tabatha moresco tabatha"
"A289O18YKDUFXZ","Susanne Sauer"
"A3RT5K9CA91AVK","coffeeluvnmama"
"A1RS0FDSAK4NGQ","Geri Clay"
"A1RAIFQ4HWQ49K","JS0507 JS0507"
"AGK8KE89UFTNH","Denise Haas"
"ALFDN13GD5K1","Jon S. Opinion"
"ACF9FPDV77Y4E","Amazon Customer"
"ADIYIFCLHR4C8","Readerholic"
"A38L7R48T3UMIZ","M.Kirkham"
"AQSL25XHWT71Q","unknown"
"A24QRQWEFV0F3B","faithdancer"
"A38VGTTGIEYDN8","kayce"
"A1TXZUI1ZQFPFQ","K. Sweeney"
"A2DOXLKMAU3G7W","Amazon Customer"
"A35CAISBHP0BZL","M. Monson"
"A3ADQOXKRIOL80","Ashley Moses"
"A1J76GI9GFAJME","wolflifelover"
"A34Y4SKHZLTNNW","Barbara"
"A8CR4GSAM492Q","Melinda Collins"
"ANQ388CIP3OHT","linda from FL"
"A1CTN4UNZHAXS3","Civil rights reserved loading comments"
"A1K6THMGK5SQYK","Peggy"
"A2RAS799HAL77I","j.pasquini"
"AQM2JJ6MA0S7X","maryannk"
"A1ZRPVX9POXEUW","Katherine A. Brock"
"A1RPL8T6H5I3ZB","L. Drock"
"AS5WVG5K5X1OU","cassie t"
"A3TU90ZHZUBFKX","i hisz"
"A1LR4PEKZUW1M3","Andrew Kim Multix"
"A31IZ3ZF1NF47U","Jacqueline Mathieu"
"A2C0I5CR5PJ5Z3","unknown"
"A2TX46JOY775F5","PinkCoyote"
"ATKJS2Z89OJDD","zombierofl"
"A2UAYZG7AKJ7IK","M. Oneill"
"A1D4Q0RMS7F45G","sedrith"
"AVYMO39ZQR2ZP","Kelli B."
"A3BCBVUAXIZ1WS","Stagehound...good game, good play time."
"A1ANWVLZAKS7U5","Betty"
"AB8XW8EISL4W4","Michele Jennings"
"A1C5EPVMQ0P963","kgoo2007"
"A2X9616MAPWBS","unknown"
"A2PT0OY8AOVETZ","Melissa A. Kay"
"A1I27592HLCI38","CoonCats"
"A18NFQFUQ4KF68","Amym"
"A2JW2V10U4GY8T","VDF Read-a-Holic"
"AS3P9RZXFVSH","SeMaj"
"AO2614ATN7CN3","Amy Jo West"
"A197NL8MVNEPB7","BrandyJo"
"ATP6FLFJVYGMX","monster killer"
"AT9QG2SPJPZ0W","unknown"
"AR8XQL7F48QPW","kaitlyn cupp"
"AIV3CNEXNAFYE","E. Brevard Kindle Lover"
"AA7STIIEST2HW","James Glenny"
"A1XRVVCUMS4BKB","Samuel Lunham"
"A11AVMNA57GANH","Cynthia Cougar Red"
"AQNCLPX4TF1X1","Darla Smith"
"A3RWRKWNJOA5DI","unknown"
"A3Q33WDKHZUAHP","brooklynjoys"
"A3UUNVCM67Z7AF","Kristopher M Thornton"
"A398QS4G7EGEMK","Kayla Thomas"
"A32EGNKOFU7J6C","Uladzislau Kukharchuk"
"A28MOT000FWOQY","Mini_ps"
"AU230DXF1CTNF","Neil Wilson"
"A2KFF0HNKOO6WD","Valetta Guthrie"
"A23BFXAB3WDA0W","establisher"
"A1SJV5YUFTEB2D","agnes walters"
"A2WA57YEM98OCX","Breanna N. Ely"
"A11I9MXQW42DTA","Paula"
"A1K642NTQ5TESP","Steven Priga"
"A1U02CXP4QWXUA","dogdeck"
"A2OLCR2QZPD5U1","unknown"
"A7BDYLYP9XAST","Northguy"
"A2VTOECPM7QEWB","&Acirc;&raquo;Rainbow Factory&Acirc;&laquo;"
"A3VO1H7S13HA0S","Tom"
"AGQ9FJBGGGX29","Karen Lefto"
"A4TZGUXAEDRB","lucky28"
"A23N1ME7IY5WWE","R. Bohannan"
"A7CSIB4BPZWI2","soso"
"A1D7DIQEIQYXP2","semm"
"A1CE9UK8ILD66","Arlene Valentin"
"A3W2E383BG309T","Karen Andrews"
"A2ON6W8B49R7ZW","Amazon Customer"
"A2PDEAB82IDS65","Ryan T"
"A3HJXTV9AN9BO8","Amazon Customer"
"A2XFV77SQGL9OQ","gf  : this app is okay you get to chose toppi..."
"AYCBDAKMMSON4","Christopher Prichard"
"A17KERLULBPMBR","Tammy Bruner"
"AANGK3SF60ET5","M. B. Woods lab lover"
"A1S39U4OTO29G9","famman84"
"AZ1QGUJVL8978","jramm"
"A3JQ62W4HK1D5G","naruto 101"
"A2QXPGP7YR49WI","Laura"
"AKRYMPNRNOTYV","unknown"
"A2C5GQSF75RH95","techymom34"
"A3U46TDSFEIQGN","E. Crow"
"A3AY96ZUHEBJWM","c.oh"
"A2EQ6A5FJ2XR13","joshua victor"
"A3MH1VMMWXZ7OH","reeerffbkjgrrh"
"A30B2SEJU9FKI5","MICHAEL B."
"A1E0XI7MU8Q8UC","Kathleen J. Fuller"
"AVD7AM0V5CCEF","Jasimen Bailey"
"APER7BZDPKKOG","Brandon costner amberec"
"A1R8R7XKJJ3Q3T","night player"
"A1UOLDRLY2QSF3","kaitlyn scarborough"
"A2BHWH2V27WF0I","Robert Reyes"
"A2A3NPKYWKLTMU","unknown"
"A3USG9FOIZZ6KP","J.Morgan"
"A329RA90E0Q0Z8","Jae Lee"
"A3QVDK15HBBZ3W","SHusk"
"A33A5TV1WJ0AU4","S. Noll"
"AOV299VQFJFR1","Debbie Herman"
"A2NHTGI6VJ9ANV","adorri"
"A3QOHEB2XKMHX1","dms"
"AGH779X3GUUN9","unknown"
"A8I5VOQHEZFO4","CMW coach"
"ARSYG38H342J8","Alan Borne"
"A3OE1741V4V5OF","c.shiff"
"A21P12H9G1Z66I","Lisa2013"
"ARMNRH4HV1W4B","unknown"
"A3U14C3IRCNLS8","I love me"
"A2XPHUKLUWEYOV","auntlc"
"A20YH7HQ9ONNRG","Linda"
"A3PQFL3WG48JDY","monkey"
"A3NPJAMN164H7H","Emmagene J. Richards"
"A3PKYWREG2J897","Gene"
"A189211HXM7XKP","Sandra Harris"
"A2K6GBWID5OHFP","k"
"A2WH38PYHA50KS","i am me!!!!!"
"A1QC9FJUF9XXQ9","Tara J Kibler"
"AKNT20GKIIVCD","mis nomer"
"AKB0P0R49Y0SQ","HorseJumper324"
"A1FM5YOSVQXQ98","Sage Collum"
"A1LZ4YH6YTHVM0","Amazon Customer"
"ACAIGZV2QRWV","unknown"
"A35XO8G8D379ED","rolodog4"
"A3H87QUO8RWZ2R","Art Supporter Anna C."
"A1B93MPIX6UPOJ","Adina"
"A2U1WSWJ5I6NNQ","Jerome A. Anderson"
"A8AXBUDVHNB7M","S.P"
"A386MYB0BOALIV","Les Mack"
"A14N3MOBJRWSV9","C.Brown"
"A2Q2IRURD95KBN","R. B. Emerson Going there, doing that"
"AITWECKMGSUSD","Ibrahim Tiassum"
"A197WBC3GOQZHC","MARY WILSON"
"A16XJBO9J2B2YM","J.L."
"A2DATAU1NERETY","good game"
"AT4PLZ1MHO41P","llujanhodges"
"AL0C1192YJELY","CeeCee"
"AKYZDI4KWQOI0","Linda K"
"A12156ZF3F127L","SForde"
"A1NQCPFMLT1170","Judie"
"A2ITN7DQ9GNHZ6","blob sharken"
"A2C4FLKZ9WN88A","young sanieya"
"A2ITTVTCSAYMJD","shaquila"
"A19L1I01T2QHLW","addyjosh"
"A2H0YZ5I9ZW7TY","Scuba Mike"
"A2LH7CUQIMGAF7","Rosemary Simone"
"A37N14T3XHBDQ5","Stephanie"
"A2SLQGP2K7YBUX","Lynnette Harper"
"A2LDIB8G9BZ4KQ","M. Africano"
"A1VM8JIRBMH78Z","unknown"
"A117NLQ5NY51DA","Jamimah Bridgman"
"A312DS45NTB1JO","Amazon Customer"
"A2X1YUPKBSZXHF","George W. Ball"
"ADJOU31WSH9RK","mlt Sweetie"
"A36TPJF8J50DBS","mistee dawn"
"A8AHF0QZENMWU","Cole Ross"
"A27QLU2S5VT6LI","K-Rider"
"A2SOIW7JPZBIE0","Amazon Customer Mother of all Librarians"
"A260PG7CJTRH67","bgsolicitor"
"A1SCQ6PAYGZLZ5","Mamadakis KFP"
"A38EB790OMF0XX","A. Griswold"
"A35HXUJOMGP103","Lora"
"A2UV7NUYKSM23E","nancy b"
"A26FISA28R77YK","Adam"
"A1FD2AKKVSASAI","Katy S."
"AYEY2PEMX02JL","strokie"
"A1JT1HHSZW8KXS","JPD"
"A1Q2GLQ1LXHEZH","C502"
"AW5K7TGQP6D1L","Lee Ann"
"A3ICA5O739QKH2","Brian M. Sponseller Chimpsfall75"
"AXXQRQ4W2CP15","luvtoread"
"A2FX5Y9TYYAMJ5","mary"
"A2Y3Q10NVJAM6S","jaymason sielesnew"
"A35R7IG09NFWEP","MADbookshelf dodgema"
"A2NZ175OHOIUZ3","Kathydlr"
"A1Y8DEI9XAGQMR","fgirl"
"A1I4PAEMBL7FCO","k.lurie"
"A3GPOB9NKFRYN","brock"
"A1CBXU61JIU519","AuntyBev666"
"A2ZRAIHHDOSWR9","skittles"
"A1RYFNPRWE9WHE","david alvarado"
"A3MIAI8A8D40IG","lynnn"
"A1UMUVNNANB048","markule"
"AOHT7ZZW665ML","DVD"
"A2MHVOMSXAP028","Amazon Customer"
"A1O0BDTXMWH73B","Amazon Customer"
"AZFDZYLI49DJC","unknown"
"A3HEM4WUQ3N05W","Pierce iles"
"AUODRWFCRLRS2","Joanna M. Winter Crochet2"
"A1KOF7OJ4SC5QL","f.booker"
"A3PNPS4OFAXSR6","horse lover 99"
"A2KO4BEVZFTZ2I","mckinley legg"
"A23SR53GRR48TD","way to short"
"A28IVNPJ1A1L1Y","unknown"
"A7NSJYKOYFS03","Michael D Van Scyoc"
"A32EYI2XCFBBQV","Bud"
"A21J7MDM7HXG4X","unknown"
"A3RYNXCZIDKW8M","Jamaican jamaicastores"
"A33WC15RH37DXI","William Zink"
"A1ERASEEJ89QRF","Angie in WA State"
"AVLWSK74EU886","marshmellow freak"
"A22H95FPCZX3DW","SimplyPerfect"
"A2Q6VEECE0SDAG","jmemere"
"A234WVSR46FL5I","unknown"
"A2JK65PYZ0VSA1","sweet game 5 stars"
"A1AV4E2RXNGVNG","unknown"
"A1RVW3I88RZIR6","that's you"
"A2NJYBX40WAHXP","Ken Shaffer"
"A3EBJVKDQ2TV6V","tweety"
"ADCTOCSGWMZ53","BJH"
"AS4Z9YBF4X371","Elizabeth Hegstad"
"A2D2UV2FMAT8NF","Debbi Berenz"
"A20821WEK0WE8V","pen"
"AY5RRZDTSILKU","Sarah"
"A25L9Q1IX6YG7Z","unknown"
"A3NSF6BDRPRB6Q","KaylaRayne"
"AXCEHSHKJ79CR","unknown"
"A3I2KTNLW3BKUX","grannykiddo"
"AMG30O40JM11I","Jewel H. Ogle"
"A35MGU8D7595T5","T. Moody"
"A1LKDWIVC58YGU","unknown"
"A16OS5CPJ2N2UA","Amazon Customer"
"ASM6LAAF0NSA1","Susan Hurst"
"A3AXLTJFU3ALVW","Kevybevy"
"AGEGYK6DB4YJF","unknown"
"AOB38H4I87856","Abbey"
"AG9MDJ4ZSFAIC","minion lover"
"A1C2Y2FAC7X7RZ","my3sons"
"A17SZMRFXNWOYS","n.zepeda"
"A3PFD4FGPOF240","Jill"
"A3BHORZ4A9J507","I think it was the bomb"
"AIOVCXTI8P2JN","Trina Devyne"
"A1JA8PSCMTP54W","unknown"
"ASBT4A6GH7633","cd22067"
"A15ITTBKE38MVC","random person"
"A2V37RL4T8CNGQ","Chanel Beck Pagne-Nelly"
"ABWWC49IVWM03","callabash polly m"
"A2QFDCKCPB0WNH","unknown"
"A2A0SM2DFADQY4","nedaley desauguste"
"A1SPEV2QBBVQGG","trey"
"AC1FJA5FTT57","c.h"
"AOL3WOV0SG7RF","rick wolf"
"A1KQ1J89HD8IB1","Tammy Henderson"
"A3JHEX835CA34D","Jalee98"
"A2UB37WVI9QKHD","unknown"
"A1EDBC7859HJBS","jamie karpinski"
"A88NUDSHQAYXQ","Leah M Wallingsford"
"A3CXMLT73L8RVF","Roxanne L. Kemper"
"A3H30Z09OMCJOB","stupid"
"A35I08DMQGFOJK","S. Jones"
"AMGIXUZJBJM56","this is one of the best games iv ever!!!!!!!!..."
"A2JFFOIASCA4SU","DarthTaco"
"AQ281EW2P7HX8","Hattie"
"A3IJKGNZ5WZ6GJ","Holli A. Breshears"
"A9MABC3R52EZU","unknown"
"A13GG1HCWVXZBG","KdeeJean"
"A3SN0JO3PYAB9N","Stephanie Brown"
"A10J1BJCO4IBVS","sland"
"A1TG61ORYY2G7E","braeden"
"A39D9Y49HE0D45","the game is cool but it boring after awhile"
"A23F1UOJD5TA9D","Vincent Slepetz"
"ACY0O6L1R1HSC","Reviewermail03"
"A3W1IGZ6E0QN7Y","jbear"
"A1R1RDE4RW1M87","magical banana"
"A1UQH7STM7URKO","Tott Paula"
"ATO2Y6YQCAL8M","J. Hodge"
"A1HMCPJ9DW3Z0I","GAMERCRAZY"
"A340AUG84GP5B4","JUDITH A MCDONOUGH"
"A2X1V0XDI78MIV","playa"
"A1YZ3FT9LFHBHE","unknown"
"A3LDAFIT1ZRR3Q","Buffy Bourne"
"A1NCGSQEO02LSS","Chase williams"
"A1RPQVSF9EAS4H","jade vbhb"
"A1CMKMBS7TQ4NA","howie wine howie"
"A2G30ENPQKR1TT","Trina"
"A1B2O9EB8I16D2","G. L. Oneal"
"A3E69GG04MX42S","Christan Henneberry"
"A269DAADKLODB7","anna14"
"A2ZJJV2BF3ALJK","sscott"
"A3JRJ25P5FFES4","Thunderboy79"
"A4CLC6NKDEY5W","Annie Oakley"
"A3VS43FU60PYJ","Jean Tambroni BigDaddysGirl65"
"AF58LFX55UNH7","Eric Fasick"
"AT9VXTIIW3PQD","Regan Beahm"
"A3NVVLZZMA0R39","macbaby 84"
"A21J4QRUE6CSIT","Brad B."
"A2G398USS9GOJT","Chris Schilling"
"A1DQUBQYOSD4NA","ritalou"
"A22R4HF9TB93LM","D.Wells"
"A35RQO9OYQ5NCI","Christopher"
"A3HEYDV1EZWR9X",":)jkm:)"
"A14MA947OXSZPH","Bobbie L. Turner"
"AWSQ4PDNLSY5K","Barbara  A Martin &#34;love to write&#34;"
"A67E13E1BSNBN","B. Brierly"
"A3J10J7SR0ZVV2","A. Fuller"
"ARCRXENZS8COI","C. S. Cox old movie buff"
"A36538O93TDUQU","Christina"
"A23Y077R4V1ZI4","Emily Wadden"
"AZHMJ4SXV8ZLX","hv"
"A1YVI90AI05DDW","Chucky62"
"ABV87U5AKZE01","Alison"
"A2QVP5HL9AXFM3","unknown"
"A3F9V5E6BSNTCE","Lillexigurl"
"A1DIL2YULE0PKU","Janice Hartung"
"A1XDS56EHXPI7Y","mciccarone"
"A148ZCC0FGZ67K","unknown"
"A2LIRX3APMBF6H","lulu"
"A1KR93WZH22ONE","unknown"
"ALHDC4IUNIB31","Cathy"
"A2XRZDQ64GQG6N","Mike"
"AOHW1KL6VFGCI","Serena Adams"
"AL14JCGIHSEN6","pizzaremix"
"A3T1X34GBNT2BL","Mr G W Simpson"
"A1PO09CL5QNWA8","D Gossett"
"A1U9PORSOB7GBO","Tyffany"
"A3QH3EN85I08FU","goooEdwarddBella!"
"A2QUE7C1T5PC66","ana"
"A23JLVAA8EU4SW","TC1"
"AG2PRUC2M3QC2","Jim"
"A2NGPCFVV64OCQ","unknown"
"A2CEM0JYECSPBH","M"
"A3PYULBF6DJR9P","Catherine"
"A20O9368QVDZLC","Elizabeth Starr"
"A3CI7K8RM4ANZN","Lazy spy"
"AM8FBITBQRY48","Kacey"
"A3S2KFI4A69CZJ","jean carley"
"AS7HFBIP4KDNR","maddog2600"
"A3RX5OVBIA4QQY","unknown"
"A1JHI9T24I3UAR","Corporal Trim"
"A1KE3W5DEX7XUO","unknown"
"A14T57AOTAT7W6","sherry"
"A2FCJ2BTAFSLQJ","Amazon Customer"
"AWFFI2145TPE5","Sally Charette WriterFriendly"
"A2H6M2IH5YN68J","Brad"
"A33QM5MRRH56WQ","Larry"
"A1NDAJXEM1NZ6U","LadyPandi"
"A1ECDOILA2X7M9","charlottie doa"
"A2987XDZEWE2GM","Desiree"
"A35WIE17Z46FA6","imsocute85"
"A2UO9FRHGTQBTA","Thomas Canuelas"
"A1QDSEI4K32583","i love it"
"A16W25YCEW2NFS","ForevaYoung"
"A2Y25UVOPNX18J","unknown"
"AFI9I28JU3NPS","Alexandra Chevez Dakota"
"A3G6T7A50API3G","i wonder what happened to the old vershion be..."
"AUDNGHJBDX128","PeppySt"
"A2VIGM6V4AO7RD","Shannon Joy"
"A25KTZWCGV7H3U","D. E. Youngblood"
"A36V38CQ41DSKN","Of course I love this game"
"A2AE5S75TU2YVV","Kai  Mann"
"A396CW4M6MQBI","bfgfjrtj"
"A1IAV5T36KWII6","M"
"A2YOEMK6SV0BA1","A. Fuentes"
"AVRZASOG7NIY7","Amazon Customer"
"A2RW9JSBXMPEPY","Adoptive Mom of 7"
"A1Y2R2TOJJEOE3","K.B."
"A3PGYIQ49WBKQR","Michele Michele"
"A32FS578DKIKC3","grammamary"
"A3QHT6ROE0DY8N","unknown"
"A1PTMHU5KWN2RN","girl119"
"ACSP1WLRBR0CM","best game ever"
"APBPH611D7CXC","Crystal Curtis"
"AJ1X7OEHI5XZK","fantasygrl"
"A1VV7KQX8TMGES","Anonymous"
"A3OHF7NFZ6Z4JX","KB"
"A18S1719OPHC3Q","SpitiFlare"
"A2UNE2B0OK6SPF","Amazon Customer bookworm"
"A1ZIDV1BJGMVFH","unknown"
"A83WTV1LESE2O","pro reviewer"
"A348OMU8GYNEEQ","Tony Souza"
"A3NYUMSIGZ9CPM","Awesome"
"A1I39ECSZGAF6L","Amazon Customer"
"A6WYBGYM7CE4I","Atlantic"
"AZMYQUMSD1DTS","lumb"
"A1JMSGAUAUX76V","Sylvia Gomez"
"A14VA3B74OI1NQ","NoraC"
"A1BXSR83U1NPW8","unknown"
"A10IGU5KZQG7US","unknown"
"AQ4L3DLCFOS57","unknown"
"A11H9QIWX9KQRP","David G. Stacy"
"A28E0VLTG10S3I","My My n Paw Paw"
"A1SL13NVHE5KSM","a. price"
"A391VNGTZ2ZPSG","Beachgirl"
"A1GMN6SCD4B8J0","Judith B. Mark informed reader"
"A3HQEQKQMDVRPQ","Szwalbenest"
"A2RBCRE62U88WV","Gabrielle Drillis"
"A2SPL0T05SOCPB","S_Cofi"
"ADWQUUY5OCJS0","Josalyn"
"ALNJV38PZRHHZ","Jared Henager"
"A2I7CCFUVJS3X3","unknown"
"A24QNYFYV48D9","ocasio"
"AJQT6Z5VMMIDI","Bee Gee"
"A1T8FE0392B74W","JN"
"A18JCFJ5PNR9NX","Henchwench"
"A2EGICOIUDQZYP","Melissa"
"AGL38OURCUBG3","Victor  D Kach"
"AC0OIKIWPAW22","violin"
"A26DA9UBBA5JKU","Sue bigger"
"A2P5PL84338PJX","unknown"
"A2ZNLUANS0R3GB","JBoomer"
"A1K45HFFFDNP1A","P. Bradley"
"A11XH58BOBMM6F","unknown"
"A20DSZPF1V1HJA","Jonah.Pitt"
"A21NMAA55X7Y79","blair"
"A2T2AXMA0OJ2SJ","livinghope"
"A26W4JSGPW326Q","linsuara"
"A1PDNGBPJJEZF6","unknown"
"A3V0ZQ42IXA92V","unknown"
"AWYDG52N0HS6K","B. Wertz Imautobot"
"A10FRC0MXT5V7B","Misti Richmond"
"A30XGV5OYIUVUQ","s. lee"
"A2DJMUL1VF0EKE","Carole McGraw"
"A3W1SBN5DI77SD","jenn"
"A3354RRGL5ECFT","Michele Rae White Book lover"
"A1OF53CKWF8GFF","no mon"
"AOC16WU5Y7TLF","Billy B. Morgan"
"A1PSOVIQK992SV","MildGamer"
"A1OJI4PO6V43AM","star 21good game hope to see more from you guys"
"A2UCV5H6U981TV","Michael"
"AQJWEWQSJBNT6","mommacita"
"A3MEJV7X77OS0A","Camryn"
"A64MA1LI2DP2C","Ruby Norton"
"A23BTUIHP8HVTH","Jay"
"A8CH27NPY4IW9","unknown"
"A1Y0EMT5SDU7PK","Cathy Hattery"
"A299ZG1G2WBP3S","emily"
"A1OPVTUNNA4OX2","Karen Watson"
"A26S22I98YSRG4","sis"
"ADW8ZWGVX1LLR","A. harley"
"ALTRINIMEXV5Q","Dane Russell"
"A3FOMTWOXANGHR","unknown"
"A3L4XWOC0FGKDJ","Carol Pierce"
"A34VDYUBWPWVFC","Xtian Xtian"
"AXW0GZEQUPBN2","DawnHear"
"A2QQMFHMS3GE70","Mee- Maw Marcy"
"A2V6Z44XZFTUO9","s bella"
"A2KAVYDMLAOCFM","Lioness"
"A2L5RXT7TKOB4Y","Monika Hedglin"
"ARXK0NG6MGQ1A","Nicholas J. Wise PRE"
"A71QSRB3YSQT4","JODY"
"A28TFJBAC8WPKS","vale s"
"A1YP1QKBAD8XRO","Margie Fravel"
"A3M7D046LNWQ2A","David Dusek"
"A2TJOD6PPQFVM6","Smudge1233"
"A3TALUXTKXFUO","Cheryl BookNonie"
"A2PRGCL5JFE5C4","ash tort"
"A2K54TYLIK0TU3","Nancy"
"A38W5WU015U3JR","unknown"
"A1VKWRWR0H1ITZ","Stephanie Gray"
"AFXV0F2R5XCUQ","Ms Sam Nicholson"
"A2ALICPWMXIPEI","Cogito"
"A3TJIL71PUPBTM","Preum"
"A1T9QM1ANS3OYA","unknown"
"A1Y191UWOHBSND","A.Brown"
"A1FMV5UGNRTPDM","Red"
"A9SWP2L95F7SV","Jack"
"AGHWLQOO5ULMD","katz Phil"
"A12LN1UTGCPU4R","Amazon Customer"
"A2B31MQT3J4Z4G","Lindahntx"
"A1OBIACU3E8FI","Lovin it"
"A59P4HF0IM8O2","Kneelzsteex kneelz"
"AOQDQY08EWBU9","tameka"
"AQO0NMQHBA27J","techie1 techie1"
"A2ILA8KEQBY0G2","m.sarah"
"A31NE056QNRBUY","Amazon Customer"
"A1EDO118JUWHHQ","Tarbog"
"A2SU3YH0H2SHRR","willwgp"
"A2S37PY4COZBGX","deborah k talbert"
"AH25UT2RFGWT6","Ted Sanders"
"AI6GX3EC0P0CG","One of the best games in the world"
"A16P0J5XXO1I83","240sx1990"
"A1HLKT0O0WJFOZ","gabby walsh"
"A3V1BYXH2H00Y8","Paige Nichols"
"A21CBBZ0M17P5E","PHYLLIS K. VANDYKE"
"A3NJPSCM7NP2LM","unknown"
"A33ELWUJ1QVBOU","pineapple takeover"
"A2LKD14V0Z4Q50","Bob"
"A29W1U27W25UP","deej"
"AYJJ6XZVQRCZZ","unknown"
"A37OEGXCC1GW8J","DaynaLee1982"
"A96PC2WFLCFBZ","O. Darnell"
"A1OHBR352VH247","Rheta"
"A2THW766ZDZ5NQ","arj girl"
"A15NVU9TWX1T7O","Kathy"
"A306OG6DB7392D","Norma L. Priddy"
"AAZJCG9O5KW02","Opus IX Opus IX"
"A1351LCBUHDM5L","James Bruton"
"A2TDO5NYPCVXYA","John M. Lounsbury"
"A39R6IXYKHCPNF","ja-9"
"A3KLSAB1B29BXP","unknown"
"A3L3U7VX9AN5FB","unknown"
"A28L0ATR7CHRLI","n.nobles"
"A88BMVIMPYXJO","sally"
"AVPK8MSCMY75Q","christin"
"A1AKNZL4CLT16O","Finnegan Caffeine Queen"
"A3VCUNJ8OKI106","Cc"
"A1H1FAIA1XKJCR","lloyd thomas"
"A1I03JCHT9BP3K","black man"
"A25PK3IEJS6ZUC","Kay  Ringel"
"A2TCCHVIN2ZS6A","Robert W. Colantuono"
"A8119LJGRJA58","mickeymouse"
"ASZLF1V2K8PKO","R. Kinard"
"A3QBZRRH69A2D3","DEDE"
"A3NNMDX7PCU02J","florida sis"
"ASS06R8I70EAS","patsykl"
"A2XWZ4ATF97CFF","am"
"A1BOSE2L1PGE7H","vlk"
"A2G5LPVQ2ZAW0Z","D. Alexander"
"A325A4SEAH8FT4","unknown"
"A1YFICA5W3RMGY","Edward Doherty"
"A2JF13Z3H7009U","K. Kurtz weary traveler"
"A2TPAC1W64F4PW","Michelle"
"A2LHGKLPKEJE5S","Shea G."
"AEEV08Y0SH7QA","M. Thomas"
"A3D4U8CX40RODD","J. KELLER"
"AB6EODBTOZFQN","rooster"
"A2JUQCLDSNQG6L","amy priest"
"A1A7T4H4MUZ9ZS","Tina"
"A2INBZS94ATTYA","Lunacat"
"A28798EYHXJTMJ","Bear"
"A1QSQV7ZJH71C2","C.Lee"
"A3KCUKEMJPT4YW","Kyla"
"A2MLZIIEXMR7YL","ballweg"
"AF647TNQ90YXV","unknown"
"A1EV6RYTL681AS","Rebecca Ramon RRamon"
"A1ODJN27U65GGV","tina wiltison"
